9436 26848
4744 4139 999
5317 2593 -648
2192 317 70
3861 9383 993
2849 5795 61
5326 2934 -575
5846 1704 171
1342 2207 881
8414 359 502
3340 5893 415
2907 9028 -512
8539 6316 -665
2879 2876 158
396 884 -93
6913 887 -32
1619 4544 -338
5210 4748 102
1437 9061 846
1906 5425 212
8238 3852 -837
4812 5687 430
2165 7135 996
6605 3549 -146
6418 4151 782
4466 8714 -744
3982 8022 -310
488 3506 404
1192 7639 631
2742 34 -978
6199 133 -897
6357 4082 -613
4703 4410 723
818 6076 -884
1907 5380 102
8690 4124 920
3624 4152 184
794 6212 499
3323 8766 -362
3188 7629 493
3498 1816 881
5732 4969 -298
443 6254 -962
2329 1643 759
8990 1446 -158
1505 8233 -265
1360 5804 -354
2794 3979 -345
7684 8643 -348
5722 2426 706
8118 2174 -34
7290 2717 600
6496 6892 982
6414 1605 604
8505 9208 203
4049 4781 888
6271 9031 899
2508 5077 -95
5924 4327 -430
5970 7680 -280
7614 6691 -547
6457 1756 654
1962 8888 118
5145 6122 -83
7602 183 -591
3425 3732 415
4697 1964 337
696 7340 875
7116 1470 -298
1639 3700 -55
2152 1338 715
165 3891 68
6710 5071 -194
2543 6727 279
8234 6986 -512
8397 869 -443
8542 616 -746
3800 2466 995
440 8646 860
2268 4955 -250
9399 2778 12
4636 3908 841
7018 339 -110
6814 5774 108
2263 886 -44
8761 7350 895
3830 4921 -478
3746 7892 963
2858 2624 445
8566 7875 365
6318 2145 -874
4967 1987 749
6962 5270 -814
6513 1756 -603
5609 1253 367
589 4223 704
2078 3272 -268
8451 5245 -151
4618 3311 -426
717 9113 -924
7826 8991 957
5482 3644 556
7480 2371 -316
5753 7692 -923
6943 3697 -334
6921 1550 355
984 7727 42
4730 7396 115
7242 4553 752
5334 3593 -165
991 1444 849
4849 6340 -207
7712 1002 789
4813 6402 287
6787 6970 226
3180 4661 -361
9166 2 -526
2453 319 -975
4072 3321 785
7476 8415 -679
4330 2543 130
2299 6066 619
5945 2993 -111
3327 6778 -795
6928 1333 270
2410 4504 910
1385 4496 372
8647 3318 -507
7672 2051 681
3678 8006 724
6668 2062 655
3004 1203 235
9395 7908 -88
2219 8040 445
5823 8274 -442
2097 5498 353
3314 6119 87
8411 1230 -536
9 5911 528
8110 935 -507
7981 3941 217
3444 2696 -961
1350 1941 645
8960 7335 -97
9374 7223 -325
5645 7427 800
2022 7084 -314
3731 8636 10
3311 7636 -856
4493 8817 -844
437 3121 517
636 8922 43
3019 4413 -335
5330 2290 -109
7264 219 752
1652 6070 192
5547 9046 917
5219 423 -812
3394 1814 625
5730 5335 460
5169 7217 791
7396 8969 777
5273 4904 201
1775 9096 822
5104 8159 174
3859 6937 606
1582 9154 282
5275 2924 686
1989 7582 -547
4769 1674 538
8668 2826 -499
1726 2125 -89
8493 7988 660
950 8245 779
7302 6505 542
4266 3299 933
1390 5410 -345
552 2470 342
2287 4445 57
432 2415 896
748 6368 610
2430 4205 -196
9033 2018 -91
9340 430 -576
6424 8734 807
7892 6677 174
6127 790 891
2098 1692 551
7007 4294 775
3981 3871 633
7079 5241 87
9010 4267 127
1811 418 -864
4209 2345 -842
7872 2259 694
3299 8394 -85
7642 4040 575
8629 3994 -107
4409 6256 -46
6388 6482 -941
3405 8214 -457
7203 4879 -538
8087 2571 881
2685 3973 -542
406 4674 -211
5977 5844 -175
6852 1421 685
35 2957 314
5684 3284 615
4083 428 685
782 1321 874
3690 7225 813
4514 4859 -347
1038 7324 185
9325 3865 -462
4402 4205 -874
2428 1775 808
1216 974 -651
5188 4594 130
2207 6632 81
1642 8515 49
3496 452 587
4628 4497 -306
2094 6248 408
1814 7575 346
3240 5749 -609
608 5648 -536
6157 6356 -384
4585 1414 -933
3957 9023 -726
8783 3282 913
7324 7523 564
902 5293 -302
3672 4647 -465
6108 4957 -806
2273 230 333
4493 2487 -97
1024 2059 -219
8715 2501 -40
678 7201 242
4388 8852 580
7557 7611 249
800 6411 932
895 4830 -489
6045 7570 219
3826 6089 -404
1357 336 720
3793 6669 216
5517 7291 -820
8389 7257 -61
1113 3684 -256
8140 4654 125
4352 4486 581
4070 5773 -517
7818 2522 -292
7435 1685 -9
9259 1408 -327
5944 6525 218
8702 8901 -574
6588 8200 -287
179 615 304
7160 5404 -906
3069 4869 476
5956 6133 462
4033 6811 -388
4490 4341 -61
7799 1399 -421
4115 1380 576
2673 2096 305
4708 637 -262
1446 1349 320
4847 8011 406
6921 4226 -761
1937 1792 -459
1517 7838 258
330 5671 -95
2115 6604 743
8906 478 325
6976 5139 -902
345 1662 854
806 3282 -26
7508 4927 469
4317 1241 -873
3327 17 -813
4192 6219 -283
3302 8059 804
9342 174 84
343 946 824
3300 4880 -589
1909 124 157
7700 3557 95
5588 8069 758
4072 4844 -161
3638 1908 -808
5524 1531 -424
6595 5997 495
4031 6 -75
5314 4601 -754
7259 8796 -291
8807 5819 796
2125 7816 70
1799 7594 -29
1121 6941 612
8985 1198 378
4375 6828 -846
6681 4923 786
6095 2821 -72
174 3736 492
9183 8039 -473
9129 4334 630
5829 6192 150
8074 8076 -322
9025 7175 -806
8621 74 -146
4899 6024 -367
4612 6360 356
3595 6194 830
2811 9141 336
2625 5688 693
903 1345 -755
3999 72 760
8531 5499 -996
6361 2379 -485
811 6782 621
1976 5125 -794
6742 9262 828
8163 2055 -893
8573 190 -505
5032 412 -383
6488 8571 71
8029 630 -756
8721 6504 -367
7627 7384 -647
1856 3402 -290
4117 892 503
8059 8569 -268
5211 8892 -780
770 7563 -86
2291 9158 82
825 4453 -914
751 749 272
4607 7761 -179
5995 6413 -494
2312 6123 -72
7580 4305 -528
8144 9276 949
5163 82 131
2839 1714 -960
6523 3163 -377
7789 2459 -730
1586 8651 -188
3371 3046 -684
7487 2661 -129
137 5886 -462
8171 7106 879
7555 8118 124
4112 6486 -742
2310 6818 452
319 7173 -514
6266 9066 -218
7738 4271 97
7902 5365 -331
4798 8321 -24
1406 5679 -51
1422 7508 125
9020 3209 191
3691 533 -882
48 6485 -420
5475 8757 -81
5653 813 100
9322 2989 -1
424 4397 875
8685 5607 -917
3212 7842 -228
861 3293 332
1067 5357 -911
4798 8827 427
5964 5662 -375
8948 93 950
3741 8865 976
7406 3981 -166
4047 5350 494
7872 8777 -353
4551 8812 -565
9257 2203 597
3720 2937 929
781 4068 -428
4586 8756 721
5378 9056 -739
1150 7744 -816
2311 3530 488
8270 2798 496
6025 4216 551
4029 7054 6
8783 5369 717
1442 8360 -707
7411 4670 -2
2265 9367 -644
5038 937 751
6491 4939 875
5425 4951 -746
4583 7366 778
793 884 962
582 8877 -901
2686 3919 -526
357 7146 197
2505 2823 248
5098 5710 405
2784 9275 834
3758 1958 -327
7967 3922 -690
2801 5032 374
9136 8272 368
1391 2764 518
7900 2916 -300
6350 4361 -590
8738 8676 235
1646 2319 -437
6929 6777 -308
4945 1923 261
1706 1889 662
5777 2941 -583
4733 6318 -122
9191 1197 -906
9413 7894 -971
6102 3957 -710
9361 635 -486
400 9065 -289
5856 7928 -887
5800 29 529
2264 7010 -427
7078 7034 221
5928 6544 613
7111 1197 -209
5196 3316 -742
8058 4634 -902
61 8645 -112
4772 2457 723
7224 4508 -576
5368 7642 -388
5077 884 78
603 7441 -798
6432 2383 106
1140 7201 105
8722 2654 849
5673 4815 830
5805 3433 308
6157 724 -506
1618 2117 -949
7301 7628 -539
7311 1694 -276
1885 2350 -798
4990 4425 36
4537 1124 970
3514 2116 873
7852 1901 -26
7612 3725 -476
4458 7896 739
1881 4108 536
8788 7823 151
2291 6151 -88
3181 9047 -246
3778 6530 505
6495 379 163
1411 6413 167
4309 4752 -498
3025 1016 -23
1304 7465 -751
4083 4445 -164
5513 4687 653
5918 3162 291
5477 2332 -104
2057 8566 769
5107 3827 187
8395 8093 -564
5607 1437 825
3257 8332 -614
1586 5494 -713
7287 9408 43
9402 262 941
2215 7861 683
298 3865 594
2656 1301 190
6927 995 -207
5872 7092 359
5717 5644 -587
5742 6602 131
6730 1947 745
955 4419 -262
6407 189 -596
1569 7284 14
2827 3866 165
5630 7472 -382
4024 4463 -714
7386 1199 -692
3042 366 -563
1500 8137 374
9324 2662 -73
2996 3202 313
3399 4725 397
1967 4490 -831
5332 8093 -70
9314 1171 -654
5623 1695 870
7535 9283 11
69 2445 -320
4248 3051 741
6178 2054 -134
9211 331 117
3353 7537 100
8590 78 -341
4401 4199 -408
7213 1391 -507
9202 8995 -141
5671 5152 -780
1854 4316 -26
7263 3873 -216
8351 463 153
1496 214 513
3118 2336 -125
382 4497 -425
9220 7463 862
4773 7401 -260
6459 7130 291
7578 6047 -182
1732 6712 -967
5477 2930 -361
7288 5042 -80
4004 7661 759
4724 4662 133
3767 1512 -364
5407 1644 492
2919 557 -130
907 7069 71
8948 3167 479
8545 2353 915
387 2346 225
5820 4642 716
4891 4218 -999
8068 7363 -820
899 1665 -382
6691 1662 -214
1248 5235 520
8252 7086 242
4171 7637 621
3130 6596 -619
1354 3336 192
5784 7382 -597
7839 7518 -247
4401 2319 -663
4481 8099 266
2450 3675 447
1501 3800 -882
2156 3988 -383
273 1505 -235
326 9382 -607
713 8421 -892
1002 1315 -784
3070 7094 778
7345 4762 -777
6710 4527 -187
7939 184 930
1944 9029 39
8012 3702 -351
1984 5228 -680
2971 5634 896
3002 6353 153
2132 3487 -245
7827 1990 -789
2074 6091 55
312 3511 -220
1066 5682 -52
5587 8181 419
5506 1242 -780
6588 6375 105
4219 6776 -367
813 4242 14
3791 7875 883
3651 1956 48
3875 1183 -445
4879 2497 -645
2610 4522 -864
602 9145 -283
6833 3737 -401
5872 4156 -707
5589 5312 243
3419 8965 -488
3469 1178 -489
5821 8253 908
4570 9128 807
4885 3778 -952
4211 4073 847
8794 8895 526
2425 9226 -116
7017 7398 -26
6530 6178 -382
6328 8246 361
7694 7750 -507
1676 3277 969
580 5837 -769
2275 5854 635
7694 909 920
4254 412 -352
1092 3282 -718
3116 5555 -277
5353 6826 972
3459 250 -926
1171 9054 154
2516 477 -803
6955 6969 227
5678 5963 35
773 6712 -136
4828 8523 386
95 4413 -574
7078 7675 -287
3028 3136 -216
3364 4311 -728
2160 9168 612
4762 2439 -384
2273 1738 380
469 2255 705
2213 3989 679
6711 6855 -195
3332 602 -684
6105 93 714
8728 6399 -224
9163 4729 906
3247 4306 690
3562 5066 -332
4215 7520 117
1794 5073 480
118 8150 -360
5665 5752 -552
6701 9226 -788
331 5585 -103
44 8961 265
7128 7361 -824
1190 4333 -915
1863 6457 625
1140 4795 87
7359 6612 -621
3214 5132 -396
5657 2405 725
6318 6404 514
8544 4607 424
3269 2605 925
4076 9204 -611
6017 8133 978
3456 2165 679
1613 3468 480
4966 4830 -161
3718 2302 805
6731 4552 329
2670 5064 -386
2333 224 -481
403 775 948
575 5718 -396
2995 6132 44
1801 4839 766
4642 3154 -62
4148 3905 680
9378 455 633
751 8169 -994
345 242 159
7666 9358 530
2179 7839 -967
736 9423 -595
8566 1441 488
3649 2057 -40
1661 1873 -687
7479 1985 -509
5146 4040 -538
3279 1158 -336
795 397 -275
9286 7525 729
6957 7152 347
8082 6853 -245
7485 8671 335
333 3453 143
6593 3110 -492
3442 3899 729
1033 7206 -929
5875 8850 -331
2655 8400 -815
7137 3168 -592
7980 266 -937
5671 3552 923
7657 6955 -901
8782 1456 508
1652 7032 594
2007 8253 431
4874 1331 -205
1320 5959 686
5829 6856 835
5121 3143 268
213 301 55
1991 8590 -152
5232 8745 545
7301 2987 -252
6096 7560 -327
7409 8697 595
2534 3598 772
8992 8845 -955
5644 9392 -952
8123 637 -611
8990 678 78
2890 5022 -123
5852 7836 328
8641 6656 -481
6652 2292 315
8967 6463 -336
4711 3074 -983
8919 6140 881
2957 7400 482
4119 6793 -472
7350 2388 868
2511 131 27
7597 1119 -598
3563 3631 -60
3210 4880 -710
8092 1506 -96
2900 2324 -774
1495 8250 -909
6464 8823 -467
2885 6485 846
4775 6570 -245
1758 2193 -645
2233 8332 -951
6914 5023 -548
5947 9407 -43
7561 9356 560
6100 1427 -694
2141 9092 316
2854 4186 743
6541 6715 172
5541 1981 -428
3587 8013 161
8818 9375 31
3033 2169 -721
3602 6390 -541
4095 9159 417
6302 5535 210
7567 454 -328
8792 6089 -717
6553 7677 -296
8403 1628 868
6632 8732 507
6397 7763 714
548 4529 -581
2376 2225 45
3941 3500 838
4765 5404 -616
6134 4863 -779
1967 7013 377
3763 2837 73
8954 5885 -654
2215 3017 -391
344 5905 100
3613 5397 -483
2878 5740 239
3891 5561 -746
2841 2530 -369
1530 4886 464
1340 7752 661
212 1736 -250
243 6423 912
8203 9394 -906
5858 4666 501
678 6830 938
938 9192 -243
4180 1835 -186
571 9227 -458
8664 1743 -611
873 5132 -492
5730 5401 21
4935 2182 647
7969 472 112
4278 707 497
5081 8639 764
1013 2675 -442
5513 2830 240
1792 1001 8
9106 5577 639
7410 4220 -464
456 1767 -124
3868 4087 973
4217 5477 -871
5195 8941 154
9107 3312 -683
6385 1316 820
7693 7797 689
4994 2266 949
4304 4340 658
6951 2526 -812
9362 7277 -489
927 1974 766
2593 6862 459
2649 8955 817
6389 8171 -303
6161 34 -801
7073 5186 896
3649 5170 238
4953 8704 778
7452 6563 -406
4958 5344 810
9401 1620 -520
5550 4661 299
8147 1595 611
5936 842 -999
7295 341 -128
5066 4922 781
1941 4315 279
1655 6652 -707
2279 5346 794
4539 2089 109
3001 8497 -563
3806 4800 -649
7141 3934 535
2151 247 562
4280 8437 954
9359 4369 -160
4164 7351 486
7625 6950 -422
4944 2986 84
2675 6858 693
7982 1523 648
8191 3663 -554
7990 9411 -139
105 5935 203
3049 3737 -799
2126 7447 774
6184 5042 -895
3645 1083 278
2326 2063 -520
7177 6300 868
75 7238 -264
9179 8670 998
2073 2817 820
3170 852 -876
8921 4924 645
4390 2310 745
8569 3273 -32
3206 1034 -392
729 8478 495
6199 9243 312
1601 8185 -938
8401 3268 -608
6810 1559 593
610 6565 -785
1743 5253 -957
2589 7910 -240
6730 2887 208
1098 436 209
3499 6067 797
5061 6211 -705
6673 3935 -356
7429 5983 85
995 5129 832
7295 8282 211
5812 5400 4
7811 268 241
1090 9023 341
1820 7024 692
9369 977 727
7420 371 697
2496 5983 -422
3155 4912 -7
1654 6894 -129
3259 5990 36
7021 7243 299
3608 3667 -721
342 5316 522
3579 8956 887
1769 240 413
4178 7788 -587
1115 2952 267
2661 3985 -752
1725 9144 -340
7872 5872 -705
1552 3769 -129
788 7156 -263
2219 3278 -738
3671 4440 340
7660 9226 84
2777 1669 181
1186 3506 -698
2988 6717 587
4517 3717 -401
5391 2903 35
8530 4612 -144
8328 3752 -192
9185 3447 -857
2167 8018 75
2244 8443 -787
8131 1436 -165
5566 6685 672
8129 446 648
480 2628 106
3494 2807 -765
1182 1151 -633
1897 5890 -681
8925 2712 -206
3564 8220 572
1317 6790 -170
7408 1903 -445
1081 3382 -347
6545 3915 546
389 7628 -674
1839 1441 409
2358 9 424
9392 514 -119
1896 4899 597
443 3224 782
2550 6096 -43
5740 5882 407
2090 2682 174
2559 199 -176
8186 7520 -995
5846 9430 771
1097 5904 375
1762 4924 -601
4598 7365 565
2945 8495 -598
5422 9053 290
3141 6792 877
577 7906 -446
4145 6501 -325
2881 7755 692
6876 522 -580
313 8397 -333
3587 5701 784
7526 8522 -546
8534 6262 169
7909 5275 953
3660 6571 161
5130 2371 126
6316 2567 -505
6308 5003 490
7187 453 58
133 6948 -450
736 9164 655
4907 80 -973
2723 5214 -468
3482 7718 716
9266 1398 639
7290 5353 485
7606 1301 711
356 8228 -641
8315 6254 56
520 5622 410
1131 4953 -599
1866 9024 -889
9429 2600 685
7671 4984 538
8450 4175 348
3014 293 -457
7013 1712 297
4479 8919 -356
231 2682 703
188 3865 34
9261 5791 -64
5838 3848 -358
2004 4301 329
2954 4377 47
6897 9425 -232
7535 3043 429
6748 9429 295
5260 5583 -400
1456 4971 171
3012 7277 834
3188 6476 -648
3776 5211 -187
5682 1105 288
2041 5269 180
1425 7837 738
5582 7352 514
7386 3070 -318
1075 6929 704
8610 7092 379
4506 6073 -487
663 1787 -224
3155 1513 564
8675 4707 -671
2727 8274 -38
3581 4408 808
8524 6829 -684
3452 9384 185
2961 4402 288
2686 4568 -275
19 4039 -59
6064 884 106
583 2958 -963
4455 6552 819
80 6420 -651
4620 7787 -893
7451 4222 58
3984 7864 23
2220 7942 -90
905 8018 503
9128 325 977
7660 400 983
3931 8435 -456
2968 5110 719
7766 6246 382
2941 1895 -523
4818 4578 -66
8328 842 -552
1091 7015 776
4746 6346 -700
8715 3792 787
2372 7481 -98
9125 5821 643
8845 2202 498
6760 7175 -432
4070 4848 84
8179 3814 -46
8616 9241 613
7158 3086 -826
5002 1745 -802
8736 4070 -638
9060 6286 987
519 6368 -713
1182 3075 -739
123 5599 -651
813 5577 -161
3631 3930 654
200 999 -393
987 6045 944
3399 4667 62
7160 3842 -664
5340 9240 89
3917 6334 289
7016 6866 -274
5575 4694 958
7983 7610 -231
9200 203 -308
6355 2765 -2
6270 2619 -585
378 8717 -121
9172 807 -346
8249 9206 -596
5019 4811 795
5560 8043 674
5903 7157 153
7452 188 60
5803 6208 286
8989 9188 -191
2835 2887 432
2773 6807 590
8798 4944 -313
9232 6312 269
8176 6262 153
8681 4386 38
5622 7649 579
2064 7770 576
5044 1887 430
3857 5027 -490
3878 246 -881
2010 3154 686
5117 6599 -45
5968 4027 417
1906 460 853
8942 5620 -144
3282 2202 749
7474 3896 224
2240 3009 -407
5371 7793 -655
5687 317 -426
4708 1784 -325
7923 8979 -675
7445 598 673
4522 7185 160
8316 2022 573
9172 8969 964
893 5904 302
4319 3291 132
2277 37 361
3210 7635 528
6566 7487 -209
6396 832 -558
2305 7678 -850
8750 8068 -551
1285 3807 308
4473 4613 -304
2683 3442 -487
8844 8623 -861
7842 1739 -672
3097 7054 -731
4158 6746 777
6614 3765 -485
3779 8804 926
1398 774 627
889 3099 -412
92 2134 -380
3949 6487 -237
432 3216 -270
1387 9330 497
6992 683 123
613 4836 -17
896 7801 -229
3957 7207 -270
4671 7033 -501
3466 2461 292
9119 1966 -176
6345 442 -50
7318 3426 -800
8708 1869 -695
4696 7597 638
805 1512 -553
8503 4728 -814
5375 2128 -464
2368 5243 377
4669 3481 -334
2530 2565 703
3818 9192 -908
5015 5878 392
6685 5896 648
3128 4362 -541
1974 2998 669
3717 3263 -392
6144 1775 -624
2955 5663 -482
5717 7754 -147
3931 8239 99
2060 6270 -651
3680 8292 278
4495 6001 909
2156 1271 923
2099 665 -481
1042 9335 -934
6924 1222 -982
8005 6833 -924
7747 3959 835
3091 6677 742
6136 4410 12
8665 1006 620
6185 898 -777
8820 9270 18
7595 419 -408
2238 225 186
4624 7644 905
3417 8873 795
3489 395 724
7106 4510 831
6297 39 29
3086 8625 -582
4979 2034 -106
1854 9117 -712
5889 69 685
4245 3007 -679
4442 7750 826
8112 49 -254
1707 1351 -5
3737 1723 -72
263 5301 240
5597 5999 -415
8037 5473 -992
1527 3679 -600
4753 7478 151
857 3088 796
3684 5691 -117
4037 1955 -514
5989 4420 150
6319 1141 -717
589 6618 -713
74 7348 -103
1580 6918 621
2048 7213 -839
6416 5688 225
2441 413 493
3843 6795 572
8017 6227 -229
4347 1389 -496
2949 8607 717
3237 4527 -776
8612 3130 52
838 4644 817
1198 8716 -110
4379 8430 969
6499 5922 34
3654 7558 -283
5003 2600 426
8021 5174 507
6709 3050 225
8944 2488 -860
962 1603 300
3276 3200 -427
2681 1549 -602
1964 7956 736
6271 931 -977
2144 87 347
7856 2305 -220
5561 4977 -326
9407 5628 561
7143 1405 239
6045 436 146
2854 6229 -15
1759 2561 -184
1671 2346 -508
3112 9291 51
3829 3127 -831
2328 2458 -300
5405 7782 -716
5139 4631 -698
2160 6158 -269
6361 2377 -238
9168 4513 330
9221 7405 -80
3529 8507 753
2623 220 376
1696 4963 821
1724 1813 590
8042 319 609
3085 3533 -66
4452 1486 -607
9058 1955 408
8853 5028 59
1135 3022 -449
7276 1775 -614
7375 6286 -113
1188 412 -844
8616 5383 -923
6865 772 -331
4443 7342 261
2727 752 -995
4086 1932 -578
7991 2816 993
1003 5173 715
4982 8516 -977
5017 9223 -181
7228 1633 -347
4566 2053 -159
8947 1170 -455
5351 7452 -25
3148 3781 -819
7309 3824 618
1294 5390 -996
5389 3459 -623
7370 5445 -461
404 6663 772
9166 1535 69
7244 5846 -910
2414 3010 -819
6589 3983 935
7638 804 -295
3255 2622 -734
4332 5246 661
1794 9202 107
5311 4023 -368
8186 9391 -518
865 3536 -45
7626 196 223
2015 3165 -122
6417 2692 134
2589 2151 84
510 9104 -644
9358 4214 906
566 4591 382
8364 6816 723
2975 1975 190
4757 2636 14
2147 1756 -987
7721 2687 -809
5436 8600 768
8244 6056 214
1751 4726 152
4350 511 978
7021 4075 -94
9308 2486 977
2311 7768 447
7364 3002 436
6618 9382 -299
9205 8623 14
6585 2042 -693
5617 2997 -144
5263 6844 -417
6279 2970 592
7204 3761 -640
2816 3626 337
6861 3117 -625
542 8807 961
1619 4689 -903
7815 6267 -354
6806 6404 -65
7101 4297 99
2058 6035 20
4952 7905 -614
1160 3105 518
1291 5455 -105
131 2858 -742
9317 8748 48
1809 1366 992
2233 3409 818
4222 2937 -482
4625 8923 422
1343 2647 261
2991 7182 -431
5888 7209 778
6573 3588 588
3043 6347 -554
2123 7187 -91
3953 1262 -9
3874 2167 536
855 9052 762
7906 6642 139
5208 8405 -191
6529 7776 809
6174 8033 -330
9173 8649 -897
1947 6094 -199
8823 145 -578
8988 8753 876
5261 9168 -368
7025 2299 -525
2694 7461 -511
6991 1203 -389
6447 6233 318
2024 1884 162
6554 5933 97
5814 6204 -596
3848 3529 -474
5823 926 -395
4840 5044 -122
379 6204 332
4927 5518 529
4026 313 -277
8690 3985 -766
6709 2811 813
8165 1840 547
9387 7153 91
383 3706 285
5453 569 -829
8596 1513 -934
9110 2731 -124
3097 8776 -700
5873 4375 19
924 3577 586
7612 6556 -291
2293 8762 -651
9166 4292 -448
3822 2601 64
5189 6749 -899
1123 5485 -420
328 8636 103
3927 7681 584
6744 7867 799
3084 5981 -905
8728 5859 899
3612 2729 -341
2228 3126 -873
3324 2996 -592
2881 3654 544
3840 2377 -102
7777 6523 208
1579 501 -707
621 6467 22
9293 1419 695
2831 4373 -515
6428 5711 11
1773 5579 -956
1891 6020 -407
5905 4297 878
6283 3229 577
3373 8301 -719
1198 6702 37
7689 9176 47
6285 7086 236
210 493 -808
1862 929 923
7122 185 -66
8058 558 567
3728 8828 608
1384 1730 249
1595 3846 757
2777 7851 -677
2037 6435 9
985 2615 811
3002 5867 -303
1376 1097 -780
5848 7847 -831
6541 1723 -480
9085 1754 -656
5868 8595 487
3162 2140 851
3344 2750 962
5478 2071 -750
9302 6491 -497
7322 7170 654
6076 8970 -979
8615 4324 623
3723 7883 -190
830 4903 -215
8108 7781 442
998 7070 826
58 4190 -632
8203 9354 974
22 7581 859
8461 7020 258
1190 4174 27
5099 4890 -103
2149 250 634
1996 8549 -459
633 1398 250
2486 5112 628
5591 8300 -675
3304 7897 -765
3775 7113 919
8011 5199 53
6462 1039 -13
5261 6229 930
5667 2221 -798
846 137 -742
4864 8069 -187
7038 419 -46
7660 3394 871
6486 5160 -119
6638 3197 595
7972 4667 679
1301 7382 -368
1677 1752 689
4815 951 -172
9001 1030 -459
3132 8683 897
4381 2006 -851
7184 4253 -280
7674 2704 -497
4218 6207 -573
890 8892 491
5736 604 -153
6373 7017 -210
651 3522 -645
473 7990 -672
1353 6769 756
6733 3940 -763
480 7678 -200
3123 3422 -475
4488 7179 948
7529 4991 -457
2427 6147 17
5208 1866 599
7900 7671 673
3369 5028 831
8074 3777 -703
2648 8374 326
5048 833 -406
5640 7158 292
7830 5295 -165
1191 6477 628
3598 4791 774
7997 4556 693
6650 2974 125
7845 7325 593
4754 504 266
8119 107 -591
2735 7267 336
1502 7149 -191
3348 6583 292
5121 4217 124
1121 2122 809
206 5861 -746
7083 5864 -260
578 2793 93
4890 9203 -79
7101 4548 -576
826 6608 538
2909 43 431
5250 7530 153
9295 6692 -426
348 5361 792
588 6519 -495
510 1158 -831
280 7995 717
7340 3270 -297
6294 759 534
2185 6763 361
4242 7504 552
8414 3884 275
5520 7412 -590
41 4058 -367
5367 9157 -126
6686 1061 398
8363 7215 627
9107 5266 889
1471 4984 590
5610 3241 278
4616 1772 -851
2258 1830 -276
3740 2374 -596
7628 1787 969
655 4556 974
2887 1624 -977
7456 5610 67
6144 8510 113
134 579 913
3990 1445 -238
8737 1051 937
5427 1507 -425
1275 8263 64
5561 217 791
7605 1257 -468
5160 1118 949
7405 6283 -459
8802 8978 519
9260 688 525
1862 59 658
9434 2520 852
8265 290 -866
7166 222 -328
6230 7761 792
5310 6445 306
5100 1311 929
8156 416 538
5909 559 863
4741 1569 -804
3521 5117 -161
9132 5376 -210
2794 6396 115
6113 7782 292
3883 4409 -14
4412 3274 502
7761 847 793
551 6167 -506
7260 6349 619
3714 7913 -694
8354 3110 -509
6534 979 -291
6895 9149 530
4073 8829 350
7603 2478 321
4565 5633 -763
6567 2437 -390
6557 2000 942
2286 7322 -528
7597 8033 940
3272 8887 -344
8976 7988 340
7006 371 -621
1320 2480 -804
7661 6970 -450
5965 3520 -56
5840 426 -267
391 5187 -602
8474 7597 121
2010 2837 851
5165 7942 -820
2937 6665 -254
7386 3339 -369
8699 4900 -376
1514 403 365
2535 4128 316
5082 7499 91
4545 8495 518
5961 2082 300
7523 741 636
1487 3934 540
5506 312 719
1893 4216 976
7597 6377 -976
8724 6889 692
9084 5891 497
3309 8191 306
489 5209 237
5721 8324 367
5068 16 -392
7708 7075 528
4931 6882 867
5933 9107 -634
1593 5606 900
5209 6760 140
5891 4188 -64
40 4447 -218
2168 559 892
3455 253 -40
7647 8021 35
6282 4540 -855
250 6759 -539
8498 5654 -613
981 1747 -900
3771 646 776
1543 1247 -816
7069 2762 -577
6381 6949 432
35 6113 822
1800 1806 155
3926 2069 512
4376 2411 543
6097 4537 -514
9114 2953 -967
8816 7298 -137
3933 4523 543
4724 7217 -863
5950 6095 483
5573 8700 -658
7431 4043 223
676 3201 -939
6630 5794 431
7019 4699 28
6476 311 730
3873 8385 311
8273 4706 213
3901 4050 -138
2742 9332 -932
7019 7244 307
7084 8231 -519
5564 2777 -946
9009 5467 -727
402 7635 -846
9259 2604 557
1093 9399 -107
453 6808 -589
1209 780 -806
577 5696 -415
282 1065 589
3821 8516 192
8808 7493 -891
5955 5531 545
3365 8755 -690
5466 4716 -723
6412 144 779
1671 4029 44
8247 8647 872
914 2076 -406
9143 6112 -683
7814 6971 -834
7144 896 -43
1124 3940 -519
896 5407 539
5236 3074 608
5373 3046 737
8710 2640 702
6419 1212 97
4107 1655 -534
4539 1308 -447
7917 2207 644
2003 1237 -255
5869 337 -860
6611 4070 -314
6885 4767 930
8222 7216 -410
8147 2120 -576
4414 8716 806
8044 16 535
707 3995 90
1194 6793 163
5085 2387 537
1259 1180 707
1682 1837 470
835 7794 -825
6019 7977 -828
5075 238 339
3827 8323 913
5180 7429 36
3664 5335 639
2334 3724 -619
7469 7125 -513
3431 5093 -738
4943 4302 -662
2797 7321 939
1215 1944 607
619 6712 121
6498 4452 632
113 3101 691
741 8653 595
5070 2417 627
5965 2350 672
1525 6165 818
8423 7835 638
1048 4867 -734
4427 6758 -496
8585 6038 -31
1640 792 467
4802 2131 631
4287 1681 68
3108 7004 -533
2817 9237 194
912 1724 177
8699 3325 -141
7449 5944 468
2435 6860 -805
2971 4916 -316
2328 8996 705
7908 8465 21
7827 1499 369
1146 2228 -274
5672 9207 -748
3331 4156 52
5282 9145 710
5573 2565 135
7803 1822 795
2689 1763 -286
6073 3252 522
